# rollout meta: {"joint_names": ["joint1", "joint2", "joint3", "joint4", "joint5", "joint6", "joint7"], "dt": 0.02, "n": 400, "source": "synthetic_clik", "note": "EE circle r=0.08 T=4.0s, tracking err max=0.01mm mean=0.01mm"}
t,q1,q2,q3,q4,q5,q6,q7,ee_x,ee_y,ee_z,tgt_x,tgt_y,tgt_z
0.840000,-0.03622579,0.32348066,-0.16732834,0.02131263,0.01971230,0.00482666,0.00000000,0.349999,0.019892,0.377479,0.350000,0.019895,0.377487
0.860000,-0.03086138,0.32306282,-0.16552908,0.02082580,0.01734250,0.00433430,0.00000000,0.349999,0.017449,0.378066,0.350000,0.017451,0.378073
0.880000,-0.02547506,0.32269781,-0.16396115,0.02033095,0.01496530,0.00384012,0.00000000,0.349999,0.014988,0.378575,0.350000,0.014991,0.378583
0.900000,-0.02007002,0.32238663,-0.16262615,0.01982902,0.01258137,0.00334427,0.00000000,0.349999,0.012513,0.379007,0.350000,0.012515,0.379015
0.920000,-0.01464944,0.32213012,-0.16152542,0.01932099,0.01019139,0.00284694,0.00000000,0.349999,0.010025,0.379361,0.350000,0.010027,0.379369
0.940000,-0.00921650,0.32192895,-0.16066010,0.01880783,0.00779600,0.00234830,0.00000000,0.349999,0.007527,0.379637,0.350000,0.007529,0.379645
0.960000,-0.00377437,0.32178367,-0.16003105,0.01829051,0.00539583,0.00184851,0.00000000,0.349999,0.005022,0.379834,0.350000,0.005023,0.379842
0.980000,0.00167380,0.32169465,-0.15963890,0.01777004,0.00299152,0.00134774,0.00000000,0.349999,0.002512,0.379953,0.350000,0.002513,0.379961
1.000000,0.00712482,0.32166213,-0.15948403,0.01724742,0.00058370,0.00084615,0.00000000,0.349999,-0.000000,0.379992,0.350000,0.000000,0.380000
1.020000,0.01257556,0.32168618,-0.15956660,0.01672365,-0.00182701,0.00034391,0.00000000,0.349999,-0.002513,0.379953,0.350000,-0.002513,0.379961
1.040000,0.01802284,0.32176670,-0.15988648,0.01619974,-0.00423999,-0.00015880,0.00000000,0.349999,-0.005023,0.379834,0.350000,-0.005023,0.379842
1.060000,0.02346351,0.32190346,-0.16044332,0.01567670,-0.00665459,-0.00066183,0.00000000,0.349999,-0.007528,0.379637,0.350000,-0.007529,0.379645
1.080000,0.02889440,0.32209607,-0.16123652,0.01515555,-0.00907018,-0.00116501,0.00000000,0.349999,-0.010025,0.379361,0.350000,-0.010027,0.379369
1.100000,0.03431236,0.32234398,-0.16226525,0.01463729,-0.01148610,-0.00166815,0.00000000,0.349999,-0.012513,0.379007,0.350000,-0.012515,0.379015
1.120000,0.03971422,0.32264649,-0.16352840,0.01412292,-0.01390168,-0.00217110,0.00000000,0.349999,-0.014988,0.378575,0.350000,-0.014991,0.378583
1.140000,0.04509679,0.32300275,-0.16502466,0.01361344,-0.01631622,-0.00267365,0.00000000,0.349999,-0.017449,0.378066,0.350000,-0.017451,0.378073
1.160000,0.05045690,0.32341176,-0.16675246,0.01310983,-0.01872901,-0.00317565,0.00000000,0.349999,-0.019892,0.377479,0.350000,-0.019895,0.377487
1.180000,0.05579136,0.32387236,-0.16871000,0.01261308,-0.02113931,-0.00367688,0.00000000,0.349999,-0.022316,0.376816,0.350000,-0.022319,0.376823
1.200000,0.06109695,0.32438328,-0.17089523,0.01212414,-0.02354635,-0.00417717,0.00000000,0.349999,-0.024718,0.376077,0.350000,-0.024721,0.376085
1.220000,0.06637048,0.32494306,-0.17330591,0.01164397,-0.02594933,-0.00467631,0.00000000,0.349999,-0.027095,0.375263,0.350000,-0.027099,0.375270
1.240000,0.07160871,0.32555014,-0.17593953,0.01117350,-0.02834739,-0.00517410,0.00000000,0.349999,-0.029446,0.374375,0.350000,-0.029450,0.374382
1.260000,0.07680840,0.32620280,-0.17879339,0.01071365,-0.03073967,-0.00567032,0.00000000,0.349999,-0.031767,0.373413,0.350000,-0.031772,0.373420
1.280000,0.08196630,0.32689920,-0.18186455,0.01026531,-0.03312525,-0.00616475,0.00000000,0.349999,-0.034057,0.372379,0.350000,-0.034062,0.372386
1.300000,0.08707913,0.32763737,-0.18514989,0.00982936,-0.03550315,-0.00665716,0.00000000,0.349998,-0.036314,0.371274,0.350000,-0.036319,0.371281
1.320000,0.09214361,0.32841522,-0.18864604,0.00940666,-0.03787236,-0.00714731,0.00000000,0.349998,-0.038535,0.370098,0.350000,-0.038540,0.370105
1.340000,0.09715643,0.32923051,-0.19234946,0.00899803,-0.04023181,-0.00763497,0.00000000,0.349998,-0.040718,0.368853,0.350000,-0.040723,0.368859
1.360000,0.10211426,0.33008092,-0.19625639,0.00860428,-0.04258038,-0.00811986,0.00000000,0.349998,-0.042860,0.367540,0.350000,-0.042866,0.367546
1.380000,0.10701375,0.33096400,-0.20036291,0.00822618,-0.04491689,-0.00860173,0.00000000,0.349998,-0.044960,0.366160,0.350000,-0.044967,0.366166
1.400000,0.11185153,0.33187720,-0.20466488,0.00786450,-0.04724010,-0.00908029,0.00000000,0.349998,-0.047016,0.364715,0.350000,-0.047023,0.364721
1.420000,0.11662420,0.33281787,-0.20915799,0.00751994,-0.04954871,-0.00955526,0.00000000,0.349997,-0.049026,0.363207,0.350000,-0.049033,0.363212
1.440000,0.12132836,0.33378324,-0.21383776,0.00719320,-0.05184134,-0.01002633,0.00000000,0.349997,-0.050987,0.361635,0.350000,-0.050994,0.361641
1.460000,0.12596056,0.33477049,-0.21869955,0.00688494,-0.05411656,-0.01049319,0.00000000,0.349997,-0.052898,0.360003,0.350000,-0.052905,0.360009
1.480000,0.13051733,0.33577668,-0.22373852,0.00659578,-0.05637286,-0.01095551,0.00000000,0.349997,-0.054757,0.358312,0.350000,-0.054764,0.358317
1.500000,0.13499519,0.33679881,-0.22894972,0.00632632,-0.05860865,-0.01141296,0.00000000,0.349997,-0.056561,0.356564,0.350000,-0.056569,0.356569
1.520000,0.13939062,0.33783380,-0.23432801,0.00607712,-0.06082228,-0.01186517,0.00000000,0.349997,-0.058310,0.354759,0.350000,-0.058317,0.354764
1.540000,0.14370008,0.33887851,-0.23986812,0.00584872,-0.06301200,-0.01231178,0.00000000,0.349996,-0.060001,0.352900,0.350000,-0.060009,0.352905
1.560000,0.14792001,0.33992974,-0.24556464,0.00564159,-0.06517600,-0.01275241,0.00000000,0.349996,-0.061633,0.350990,0.350000,-0.061641,0.350994
1.580000,0.15204680,0.34098423,-0.25141202,0.00545620,-0.06731238,-0.01318666,0.00000000,0.349996,-0.063205,0.349028,0.350000,-0.063212,0.349033
1.600000,0.15607686,0.34203868,-0.25740458,0.00529297,-0.06941915,-0.01361411,0.00000000,0.349996,-0.064714,0.347019,0.350000,-0.064721,0.347023
1.620000,0.16000652,0.34308975,-0.26353652,0.00515229,-0.07149424,-0.01403434,0.00000000,0.349995,-0.066159,0.344963,0.350000,-0.066166,0.344967
1.640000,0.16383214,0.34413407,-0.26980193,0.00503451,-0.07353549,-0.01444690,0.00000000,0.349995,-0.067539,0.342863,0.350000,-0.067546,0.342866
1.660000,0.16755002,0.34516825,-0.27619477,0.00493994,-0.07554064,-0.01485133,0.00000000,0.349995,-0.068852,0.340720,0.350000,-0.068859,0.340723
1.680000,0.17115645,0.34618888,-0.28270889,0.00486886,-0.07750737,-0.01524716,0.00000000,0.349995,-0.070097,0.338537,0.350000,-0.070105,0.338540
1.700000,0.17464770,0.34719255,-0.28933806,0.00482152,-0.07943322,-0.01563387,0.00000000,0.349994,-0.071273,0.336317,0.350000,-0.071281,0.336319
1.720000,0.17802003,0.34817584,-0.29607592,0.00479812,-0.08131568,-0.01601098,0.00000000,0.349994,-0.072379,0.334060,0.350000,-0.072386,0.334062
1.740000,0.18126966,0.34913536,-0.30291605,0.00479885,-0.08315213,-0.01637793,0.00000000,0.349994,-0.073413,0.331770,0.350000,-0.073420,0.331772
1.760000,0.18439282,0.35006773,-0.30985192,0.00482384,-0.08493985,-0.01673419,0.00000000,0.349994,-0.074375,0.329448,0.350000,-0.074382,0.329450
1.780000,0.18738572,0.35096959,-0.31687692,0.00487321,-0.08667603,-0.01707919,0.00000000,0.349994,-0.075264,0.327097,0.350000,-0.075270,0.327099
1.800000,0.19024456,0.35183764,-0.32398437,0.00494701,-0.08835778,-0.01741236,0.00000000,0.349993,-0.076078,0.324720,0.350000,-0.076085,0.324721
