# rollout meta: {"joint_names": ["joint1", "joint2", "joint3", "joint4", "joint5", "joint6", "joint7"], "dt": 0.02, "n": 1550, "has_base": true, "source": "rl_policy", "note": "ckpt=model_1999.pt"}
t,q1,q2,q3,q4,q5,q6,q7,ee_x,ee_y,ee_z,tgt_x,tgt_y,tgt_z,bx,by,bz,bqx,bqy,bqz,bqw,drawing
0.400000,-0.20114906,-0.37815616,-0.35776594,-0.29187009,0.26807925,-0.35065353,-0.38400179,0.437069,0.049657,0.072040,0.300000,0.051835,0.130217,-0.019320,0.008090,0.000000,-0.00433074,0.01094432,0.00004740,0.99993073,1
0.420000,-0.21834846,-0.39746210,-0.37536758,-0.30623537,0.28358629,-0.36583260,-0.39920509,0.431705,0.047419,0.060217,0.300000,0.051060,0.131510,-0.020209,0.005502,0.000000,-0.00532567,0.01049617,0.00005590,0.99993073,1
0.440000,-0.23584944,-0.41516361,-0.39322051,-0.32066128,0.29908469,-0.38100946,-0.41440839,0.426207,0.044806,0.049215,0.300000,0.050252,0.132784,-0.020754,0.002821,0.000000,-0.00627483,0.00995780,0.00006249,0.99993073,1
0.460000,-0.25328514,-0.42977998,-0.41119525,-0.33513212,0.31457970,-0.39618894,-0.42823273,0.420697,0.042021,0.039556,0.300000,0.049412,0.134036,-0.020945,0.000092,0.000000,-0.00717007,0.00933384,0.00006693,0.99993073,1
0.480000,-0.27017167,-0.44040716,-0.42922866,-0.34966308,0.33006611,-0.41137436,-0.43806773,0.415304,0.039247,0.031516,0.300000,0.048541,0.135267,-0.020778,-0.002639,0.000000,-0.00800369,0.00862966,0.00006907,0.99993073,1
0.500000,-0.28606451,-0.44649941,-0.44726396,-0.36426011,0.34553948,-0.42656100,-0.44357648,0.410153,0.036657,0.025222,0.300000,0.047639,0.136476,-0.020257,-0.005325,0.000000,-0.00876853,0.00785132,0.00006885,0.99993073,1
0.520000,-0.30060190,-0.44792330,-0.46523640,-0.37892333,0.36099705,-0.44174826,-0.44484639,0.405338,0.034391,0.020650,0.300000,0.046708,0.137661,-0.019390,-0.007920,0.000000,-0.00945800,0.00700550,0.00006626,0.99993073,1
0.540000,-0.31355548,-0.44494841,-0.48309168,-0.39364889,0.37643725,-0.45693663,-0.44212544,0.400910,0.032541,0.017645,0.300000,0.045747,0.138823,-0.018192,-0.010379,0.000000,-0.01006618,0.00609947,0.00006140,0.99993073,1
0.560000,-0.32487896,-0.43809789,-0.50080454,-0.40843290,0.39185911,-0.47212571,-0.43589595,0.396872,0.031151,0.015972,0.300000,0.044756,0.139961,-0.016684,-0.012662,0.000000,-0.01058784,0.00514102,0.00005444,0.99993073,1
0.580000,-0.33463466,-0.42822599,-0.51833612,-0.42325824,0.40726468,-0.48731610,-0.42669201,0.393195,0.030210,0.015317,0.300000,0.043738,0.141073,-0.014891,-0.014729,0.000000,-0.01101850,0.00413840,0.00004560,0.99993073,1
0.600000,-0.34297696,-0.41724107,-0.53554976,-0.43808460,0.42265850,-0.50250977,-0.41503966,0.389825,0.029585,0.015108,0.300000,0.042692,0.142159,-0.012845,-0.016544,0.000000,-0.01135445,0.00310021,0.00003520,0.99993073,1
0.620000,-0.35041386,-0.40607932,-0.55267251,-0.45297059,0.43803090,-0.51770341,-0.40153739,0.386637,0.029202,0.015004,0.300000,0.041619,0.143219,-0.010579,-0.018077,0.000000,-0.01159280,0.00203539,0.00002360,0.99993073,1
0.640000,-0.35716251,-0.39487949,-0.56975877,-0.46788910,0.45339260,-0.53289837,-0.38633406,0.383575,0.029077,0.014941,0.300000,0.040520,0.144251,-0.008132,-0.019302,0.000000,-0.01173150,0.00095308,0.00001118,0.99993073,1
0.660000,-0.36325946,-0.38366655,-0.58681887,-0.48283690,0.46874407,-0.54808998,-0.37113059,0.380594,0.029231,0.014905,0.300000,0.039395,0.145255,-0.005547,-0.020197,0.000000,-0.01176935,-0.00013743,-0.00000162,0.99993073,1
0.680000,-0.36880389,-0.37244594,-0.60385585,-0.49781671,0.48408440,-0.56328213,-0.35592717,0.377651,0.029680,0.014885,0.300000,0.038245,0.146231,-0.002867,-0.020748,0.000000,-0.01170604,-0.00122675,-0.00001436,0.99993073,1
0.700000,-0.37385371,-0.36122039,-0.62087405,-0.51282227,0.49941540,-0.57847506,-0.34072372,0.374699,0.030438,0.014874,0.300000,0.037072,0.147177,-0.000138,-0.020945,0.000000,-0.01154210,-0.00230553,-0.00002661,0.99993073,1
0.720000,-0.37843862,-0.34999067,-0.63787717,-0.52785093,0.51473737,-0.59366876,-0.32552031,0.371694,0.031507,0.014865,0.300000,0.035874,0.148094,0.002593,-0.020784,0.000000,-0.01127895,-0.00336450,-0.00003795,0.99993073,1
0.740000,-0.38259196,-0.33875561,-0.65486795,-0.54290092,0.53005069,-0.60886335,-0.31031695,0.368588,0.032887,0.014855,0.300000,0.034654,0.148980,0.005280,-0.020269,0.000000,-0.01091885,-0.00439456,-0.00004799,0.99993073,1
0.760000,-0.38634753,-0.32751250,-0.67185014,-0.55796987,0.54535550,-0.62405878,-0.29511359,0.365337,0.034572,0.014838,0.300000,0.033413,0.149836,0.007877,-0.019407,0.000000,-0.01046490,-0.00538686,-0.00005638,0.99993073,1
0.780000,-0.38973811,-0.31625727,-0.68882626,-0.57305586,0.56065214,-0.63925523,-0.27991030,0.361896,0.036547,0.014810,0.300000,0.032150,0.150660,0.010340,-0.018215,0.000000,-0.00992100,-0.00633286,-0.00006283,0.99993073,1
0.800000,-0.39279276,-0.30498424,-0.70579916,-0.58815765,0.57594204,-0.65445203,-0.26470688,0.358225,0.038795,0.014769,0.300000,0.030866,0.151452,0.012626,-0.016712,0.000000,-0.00929182,-0.00722444,-0.00006713,0.99993073,1
0.820000,-0.39554203,-0.29367891,-0.72278804,-0.60324061,0.59035248,-0.66964775,-0.24950352,0.354380,0.041185,0.014742,0.300000,0.029564,0.152211,0.014696,-0.014924,0.000000,-0.00858279,-0.00805394,-0.00006913,0.99993073,1
0.840000,-0.39796564,-0.28233719,-0.73978764,-0.61831892,0.60346371,-0.68484318,-0.23430009,0.350382,0.043642,0.014738,0.300000,0.028242,0.152937,0.016516,-0.012881,0.000000,-0.00779999,-0.00881422,-0.00006876,0.99993073,1
0.860000,-0.40001902,-0.27098098,-0.75643229,-0.63339293,0.61518764,-0.70003688,-0.21909665,0.346317,0.046145,0.014806,0.300000,0.026903,0.153630,0.018054,-0.010618,0.000000,-0.00695016,-0.00949874,-0.00006602,0.99993073,1
0.880000,-0.40156421,-0.25962579,-0.77202654,-0.64846337,0.62571681,-0.71423763,-0.20389320,0.342298,0.048725,0.015033,0.300000,0.025547,0.154290,0.019284,-0.008174,0.000000,-0.00604059,-0.01010162,-0.00006102,0.99993073,1
0.900000,-0.40229556,-0.24824370,-0.78617382,-0.66353691,0.63542759,-0.72574365,-0.18868977,0.338317,0.051409,0.015471,0.300000,0.024174,0.154914,0.020185,-0.005591,0.000000,-0.00507912,-0.01061768,-0.00005393,0.99993073,1
0.920000,-0.40190196,-0.23681247,-0.79869187,-0.67860603,0.64446574,-0.73403627,-0.17348637,0.334380,0.054172,0.016155,0.300000,0.022787,0.155505,0.020742,-0.002912,0.000000,-0.00407400,-0.01104248,-0.00004499,0.99993073,1
0.940000,-0.40020141,-0.22531836,-0.80946106,-0.69366932,0.65280420,-0.73908472,-0.15828295,0.330517,0.056960,0.017111,0.300000,0.021385,0.156060,0.020944,-0.000184,0.000000,-0.00303387,-0.01137236,-0.00003450,0.99993073,1
0.960000,-0.39711285,-0.21375301,-0.81839150,-0.70872867,0.66041225,-0.74105167,-0.14307953,0.326764,0.059717,0.018355,0.300000,0.019969,0.156579,0.020790,0.002548,0.000000,-0.00196768,-0.01160449,-0.00002284,0.99993073,1
0.980000,-0.39265990,-0.20210589,-0.82549798,-0.72379363,0.66741449,-0.74020326,-0.12787613,0.323115,0.062398,0.019880,0.300000,0.018541,0.157063,0.020280,0.005236,0.000000,-0.00088457,-0.01173686,-0.00001038,0.99993073,1
1.000000,-0.38694689,-0.19036977,-0.83085471,-0.73886657,0.67396492,-0.73688245,-0.11267274,0.319555,0.064957,0.021667,0.300000,0.017101,0.157511,0.019425,0.007834,0.000000,0.00020613,-0.01176835,0.00000243,0.99993073,1
1.020000,-0.38010427,-0.17854078,-0.83454329,-0.75394720,0.68020940,-0.73145598,-0.09746931,0.316070,0.067354,0.023699,0.300000,0.015650,0.157923,0.018238,0.010300,0.000000,0.00129507,-0.01169868,0.00001515,0.99993073,1
1.040000,-0.37227458,-0.16661565,-0.83664495,-0.76903564,0.68628395,-0.72428149,-0.08226590,0.312652,0.069547,0.025956,0.300000,0.014190,0.158298,0.016740,0.012589,0.000000,0.00237287,-0.01152844,0.00002736,0.99993073,1
1.060000,-0.36359754,-0.15459159,-0.83723414,-0.78413129,0.69231540,-0.71568620,-0.06706247,0.309300,0.071497,0.028424,0.300000,0.012720,0.158636,0.014956,0.014663,0.000000,0.00343029,-0.01125911,0.00003862,0.99993073,1
1.080000,-0.35419318,-0.14246647,-0.83637476,-0.79923314,0.69841802,-0.70595753,-0.05185902,0.306017,0.073171,0.031091,0.300000,0.011243,0.158937,0.012917,0.016488,0.000000,0.00445823,-0.01089301,0.00004857,0.99993073,1
1.100000,-0.34415969,-0.13023831,-0.83411980,-0.81434089,0.70469463,-0.69534099,-0.03665555,0.302812,0.074535,0.033951,0.300000,0.009758,0.159201,0.010658,0.018031,0.000000,0.00544786,-0.01043326,0.00005684,0.99993073,1
1.120000,-0.33357599,-0.11790522,-0.83051503,-0.82945395,0.71123922,-0.68404204,-0.02145208,0.299702,0.075563,0.037000,0.300000,0.008267,0.159428,0.008217,0.019266,0.000000,0.00639067,-0.00988385,0.00006317,0.99993073,1
1.140000,-0.32250726,-0.10546564,-0.82560086,-0.84457201,0.71813458,-0.67223513,-0.00624859,0.296701,0.076230,0.040236,0.300000,0.006771,0.159617,0.005635,0.020173,0.000000,0.00727857,-0.00924948,0.00006733,0.99993073,1
1.160000,-0.31100777,-0.09291831,-0.81941438,-0.85969520,0.72544658,-0.66006476,0.00895489,0.293832,0.076517,0.043660,0.300000,0.005271,0.159768,0.002958,0.020735,0.000000,0.00810391,-0.00853562,0.00006918,0.99993073,1
1.180000,-0.29920840,-0.08026145,-0.81199026,-0.87482727,0.73322350,-0.64765334,0.02415836,0.291119,0.076409,0.047270,0.300000,0.003767,0.159882,0.000230,0.020944,0.000000,0.00885961,-0.00774839,0.00006865,0.99993073,1
1.200000,-0.28726852,-0.06749579,-0.80335879,-0.88996959,0.74154955,-0.63511664,0.03936184,0.288580,0.075907,0.051061,0.300000,0.002261,0.159957,-0.002502,0.020795,0.000000,0.00953916,-0.00689458,0.00006577,0.99993073,1
1.220000,-0.27524412,-0.05462359,-0.79354841,-0.90511847,0.75051695,-0.62256324,0.05456532,0.286234,0.075013,0.055035,0.300000,0.000754,0.159995,-0.005191,0.020292,0.000000,0.01013672,-0.00598151,0.00006064,0.99993073,1
1.240000,-0.26313266,-0.04164586,-0.78258985,-0.92027330,0.76016784,-0.61007792,0.06976881,0.284100,0.073728,0.059197,0.300000,-0.000754,0.159995,-0.007792,0.019442,0.000000,0.01064716,-0.00501705,0.00005342,0.99993073,1
1.260000,-0.25092515,-0.02856412,-0.77051502,-0.93543446,0.77054250,-0.59772503,0.08497231,0.282198,0.072058,0.063552,0.300000,-0.002261,0.159957,-0.010259,0.018260,0.000000,0.01106608,-0.00400947,0.00004437,0.99993073,1
1.280000,-0.23861089,-0.01537544,-0.75744724,-0.95060444,0.78169972,-0.58555096,0.10017581,0.280517,0.070011,0.068088,0.300000,-0.003767,0.159882,-0.012552,0.016767,0.000000,0.01138988,-0.00296743,0.00003380,0.99993073,1
1.300000,-0.22617359,-0.00203555,-0.74425036,-0.96579289,0.79358494,-0.57363057,0.11537924,0.278890,0.067565,0.072665,0.300000,-0.005271,0.159768,-0.014631,0.014988,0.000000,0.01161578,-0.00189990,0.00002207,0.99993073,1
1.320000,-0.21361208,0.01141793,-0.73106003,-0.98097557,0.80569136,-0.56234008,0.13058272,0.277409,0.064705,0.077263,0.300000,-0.006771,0.159617,-0.016459,0.012953,0.000000,0.01174183,-0.00081604,0.00000958,0.99993073,1
1.340000,-0.20091638,0.02497211,-0.71786523,-0.99616218,0.81786823,-0.55185717,0.14578623,0.276133,0.061455,0.081886,0.300000,-0.008267,0.159428,-0.018007,0.010697,0.000000,0.01176695,0.00027483,-0.00000323,0.99993073,1
1.360000,-0.18807192,0.03806236,-0.70462376,-1.01133394,0.83012205,-0.54226607,0.16098976,0.275114,0.057837,0.086440,0.300000,-0.009758,0.159201,-0.019248,0.008259,0.000000,0.01169091,0.00136335,-0.00001594,0.99993073,1
1.380000,-0.17529026,0.04936597,-0.69130284,-1.02647781,0.84216678,-0.53358215,0.17619327,0.274475,0.053865,0.090679,0.300000,-0.011243,0.158937,-0.020160,0.005680,0.000000,0.01151439,0.00244014,-0.00002810,0.99993073,1
1.400000,-0.16313943,0.05829424,-0.67797339,-1.04163814,0.85345280,-0.52584714,0.19139677,0.274341,0.049598,0.094471,0.300000,-0.012720,0.158636,-0.020729,0.003003,0.000000,0.01123889,0.00349597,-0.00003929,0.99993073,1
1.420000,-0.15192692,0.06494825,-0.66464776,-1.05682099,0.86413574,-0.51922613,0.20578632,0.274720,0.045157,0.097817,0.300000,-0.014190,0.158298,-0.020943,0.000276,0.000000,0.01086679,0.00452175,-0.00004914,0.99993073,1
1.440000,-0.14174882,0.06961437,-0.65132523,-1.07202733,0.87449014,-0.51368588,0.21871373,0.275577,0.040651,0.100767,0.300000,-0.015650,0.157923,-0.020801,-0.002456,0.000000,0.01040128,0.00550868,-0.00005730,0.99993073,1
1.460000,-0.13265747,0.07257273,-0.63800085,-1.08725500,0.88485479,-0.50904614,0.23039325,0.276852,0.036181,0.103368,0.300000,-0.017101,0.157511,-0.020303,-0.005147,0.000000,0.00984637,0.00644827,-0.00006350,0.99993073,1
1.480000,-0.12461746,0.07410491,-0.62467587,-1.10249889,0.89554924,-0.50515229,0.24098982,0.278479,0.031828,0.105671,0.300000,-0.018541,0.157063,-0.019459,-0.007749,0.000000,0.00920683,0.00733245,-0.00006751,0.99993073,1
1.500000,-0.11753732,0.07448280,-0.61135143,-1.11775553,0.90680647,-0.50184345,0.25065127,0.280392,0.027657,0.107732,0.300000,-0.019969,0.156579,-0.018283,-0.010219,0.000000,0.00848816,0.00815361,-0.00006921,0.99993073,1
1.520000,-0.11130527,0.07394484,-0.59802818,-1.13302159,0.91878796,-0.49894428,0.25949681,0.282531,0.023715,0.109602,0.300000,-0.021385,0.156060,-0.016795,-0.012515,0.000000,0.00769654,0.00890470,-0.00006854,0.99993073,1
1.540000,-0.10579979,0.07268299,-0.58470625,-1.14829338,0.93158513,-0.49626508,0.26760691,0.284840,0.020037,0.111325,0.300000,-0.022787,0.155505,-0.015020,-0.014598,0.000000,0.00683877,0.00957925,-0.00006551,0.99993073,1
1.560000,-0.10089829,0.07083587,-0.57138604,-1.16356838,0.94522905,-0.49360839,0.27502194,0.287273,0.016649,0.112939,0.300000,-0.024174,0.154914,-0.012989,-0.016431,0.000000,0.00592223,0.01017147,-0.00006024,0.99993073,1
1.580000,-0.09648445,0.06849707,-0.55815780,-1.17884552,0.95969313,-0.49077958,0.28174981,0.289767,0.013564,0.114453,0.300000,-0.025547,0.154290,-0.010737,-0.017984,0.000000,0.00495480,0.01067627,-0.00005290,0.99993073,1
1.600000,-0.09245560,0.06571893,-0.54525447,-1.19412243,0.97483808,-0.48762542,0.28776845,0.292256,0.010782,0.115844,0.300000,-0.026903,0.153630,-0.008301,-0.019230,0.000000,0.00394479,0.01108930,-0.00004375,0.99993073,1
1.620000,-0.08872576,0.06250315,-0.53272772,-1.20939255,0.99012220,-0.48405728,0.29305491,0.294772,0.008293,0.117128,0.300000,-0.028242,0.152937,-0.005724,-0.020148,0.000000,0.00290088,0.01140701,-0.00003309,0.99993073,1
1.640000,-0.08519133,0.05886223,-0.52053380,-1.22465980,1.00540161,-0.47993973,0.29765794,0.297301,0.006093,0.118329,0.300000,-0.029564,0.152211,-0.003049,-0.020722,0.000000,0.00183205,0.01162667,-0.00002130,0.99993073,1
1.660000,-0.08174331,0.05483663,-0.50866914,-1.23992562,1.02067029,-0.47513554,0.30155703,0.299794,0.004179,0.119462,0.300000,-0.030866,0.151452,-0.000322,-0.020943,0.000000,0.00074747,0.01174639,-0.00000878,0.99993073,1
1.680000,-0.07828877,0.05045069,-0.49715161,-1.25518858,1.03592956,-0.46952823,0.30468994,0.302197,0.002541,0.120537,0.300000,-0.032150,0.150660,0.002411,-0.020806,0.000000,-0.00034352,0.01176514,0.00000404,0.99993073,1
1.700000,-0.07475481,0.04570131,-0.48599693,-1.27044916,1.05118048,-0.46301904,0.30699265,0.304459,0.001166,0.121553,0.300000,-0.033413,0.149836,0.005102,-0.020314,0.000000,-0.00143157,0.01168276,0.00001673,0.99993073,1
1.720000,-0.07108185,0.04057322,-0.47520864,-1.28570652,1.06642354,-0.45552734,0.30840716,0.306533,0.000035,0.122513,0.300000,-0.034654,0.148980,0.007706,-0.019476,0.000000,-0.00250732,0.01149995,0.00002884,0.99993073,1
1.740000,-0.06721828,0.03506270,-0.46478927,-1.30095875,1.08131421,-0.44699454,0.30888769,0.308433,-0.000880,0.123426,0.300000,-0.035874,0.148094,0.010179,-0.018305,0.000000,-0.00356152,0.01121829,0.00003996,0.99993073,1
1.760000,-0.06309593,0.02918245,-0.45475256,-1.31620479,1.09543395,-0.43735990,0.30841234,0.310181,-0.001618,0.124300,0.300000,-0.037072,0.147177,0.012478,-0.016822,0.000000,-0.00458511,0.01084020,0.00004971,0.99993073,1
