# rollout meta: {"joint_names": ["joint1", "joint2", "joint3", "joint4", "joint5", "joint6", "joint7"], "dt": 0.02, "n": 200, "has_base": true, "source": "imit", "note": ""}
t,q1,q2,q3,q4,q5,q6,q7,ee_x,ee_y,ee_z,tgt_x,tgt_y,tgt_z,bx,by,bz,bqx,bqy,bqz,bqw,drawing
0.620000,0.14745165,0.76215279,-0.88502383,0.37367555,0.66924727,-0.87888598,-0.84284419,0.239473,0.031860,0.286131,0.300000,0.042866,0.167546,-0.012748,-0.015410,0.000000,-0.00067228,-0.00014642,0.00081777,0.99999943,1
0.640000,0.12670577,0.73330069,-0.91441917,0.34453848,0.64049268,-0.86241913,-0.82553345,0.249460,0.035236,0.266371,0.300000,0.040723,0.168859,-0.010717,-0.016887,0.000000,-0.00073679,-0.00003746,0.00077325,0.99999943,1
0.660000,0.10992812,0.70441371,-0.94348937,0.31604758,0.61179298,-0.83964348,-0.84611440,0.257971,0.037043,0.246694,0.300000,0.038540,0.170105,-0.008516,-0.018097,0.000000,-0.00078966,0.00007211,0.00071654,0.99999943,1
0.680000,0.09069747,0.67522031,-0.92280424,0.28626034,0.58339757,-0.81125742,-0.81729013,0.266469,0.037605,0.242681,0.300000,0.036319,0.171281,-0.006180,-0.019021,0.000000,-0.00083007,0.00018056,0.00064854,0.99999943,1
0.700000,0.08937730,0.64664245,-0.94689417,0.25792024,0.55459309,-0.78256112,-0.79564840,0.273407,0.035043,0.225494,0.300000,0.034062,0.172386,-0.003748,-0.019646,0.000000,-0.00085737,0.00028618,0.00057032,0.99999943,1
0.720000,0.07424637,0.61739719,-0.92039382,0.22804363,0.52608705,-0.75412440,-0.76692420,0.282036,0.034278,0.223746,0.300000,0.031772,0.173420,-0.001256,-0.019961,0.000000,-0.00087113,0.00038729,0.00048311,0.99999943,1
0.740000,0.06439035,0.58866096,-0.92037684,0.19929948,0.49732304,-0.72525138,-0.73818588,0.289212,0.032942,0.214045,0.300000,0.029450,0.174382,0.001256,-0.019961,0.000000,-0.00087113,0.00048230,0.00038827,0.99999943,1
0.760000,0.05409526,0.55956072,-0.89470494,0.16993313,0.46897817,-0.69629270,-0.70927888,0.297787,0.031289,0.212628,0.300000,0.027099,0.175270,0.003748,-0.019646,0.000000,-0.00085737,0.00056971,0.00028731,0.99999943,1
0.780000,0.04344570,0.53077912,-0.89323366,0.14099064,0.44028103,-0.66739863,-0.68036866,0.304578,0.030117,0.203665,0.300000,0.024721,0.176085,0.006180,-0.019021,0.000000,-0.00083007,0.00064813,0.00018180,0.99999943,1
0.800000,0.03844269,0.50172263,-0.87312376,0.11198411,0.41219997,-0.63844967,-0.65144855,0.312577,0.027703,0.201073,0.300000,0.022319,0.176823,0.008516,-0.018097,0.000000,-0.00078966,0.00071633,0.00007341,0.99999943,1
0.820000,0.03060975,0.47302008,-0.88018179,0.08282894,0.38401565,-0.60955226,-0.62252909,0.317909,0.026220,0.189951,0.300000,0.019895,0.177487,0.010717,-0.016887,0.000000,-0.00073679,0.00077323,-0.00003616,0.99999943,1
0.840000,0.03103195,0.44413888,-0.86829430,0.05416233,0.35652047,-0.58060783,-0.59360766,0.324642,0.023198,0.185368,0.300000,0.017451,0.178073,0.012748,-0.015410,0.000000,-0.00067228,0.00081791,-0.00014516,0.99999943,1
0.860000,0.02891998,0.41574746,-0.88411999,0.02480417,0.32856947,-0.55170768,-0.56468689,0.327851,0.020937,0.172281,0.300000,0.014991,0.178583,0.014579,-0.013691,0.000000,-0.00059717,0.00084968,-0.00025190,0.99999943,1
0.880000,0.04223008,0.38713792,-0.88478702,-0.00322640,0.30099118,-0.52277935,-0.53576899,0.332230,0.016204,0.164625,0.300000,0.012515,0.179015,0.016180,-0.011756,0.000000,-0.00051263,0.00086803,-0.00035467,0.99999943,1
0.900000,0.03939024,0.35865912,-0.90372080,-0.03355202,0.27243358,-0.49385223,-0.50685471,0.333471,0.014326,0.151138,0.300000,0.010027,0.179369,0.017526,-0.009635,0.000000,-0.00042001,0.00087267,-0.00045185,0.99999943,1
0.920000,0.06346691,0.33007839,-0.91398913,-0.06062905,0.24491973,-0.46494916,-0.47816697,0.335190,0.008855,0.141210,0.300000,0.007529,0.179645,0.018596,-0.007362,0.000000,-0.00032078,0.00086353,-0.00054192,0.99999943,1
0.940000,0.05933935,0.30139247,-0.92981756,-0.09176470,0.21623610,-0.43601048,-0.44940257,0.335268,0.007433,0.129316,0.300000,0.005023,0.179842,0.019372,-0.004974,0.000000,-0.00021650,0.00084075,-0.00062344,0.99999943,1
0.960000,0.08621497,0.27266669,-0.94371766,-0.11839832,0.18872307,-0.40715852,-0.43531761,0.334937,0.002589,0.118726,0.300000,0.002513,0.179961,0.019842,-0.002507,0.000000,-0.00010881,0.00080469,-0.00069513,0.99999943,1
0.980000,0.09027855,0.24391717,-0.95165902,-0.14881867,0.16025005,-0.37842250,-0.40809160,0.335078,0.000378,0.109784,0.300000,0.000000,0.180000,0.020000,0.000000,0.000000,0.00000057,0.00075592,-0.00075584,0.99999943,1
1.000000,0.11682981,0.21509805,-0.96710318,-0.17637330,0.13266829,-0.35241222,-0.42516199,0.333170,-0.003648,0.099104,0.300000,-0.002513,0.179961,0.019842,0.002507,0.000000,0.00010993,0.00069522,-0.00080462,0.99999943,1
1.020000,0.13856266,0.18642077,-0.94947314,-0.20357133,0.10438722,-0.32748604,-0.40294653,0.337736,-0.008062,0.097075,0.300000,-0.005023,0.179842,0.019372,0.004974,0.000000,0.00021755,0.00062355,-0.00084070,0.99999943,1
1.040000,0.14650863,0.15767249,-0.97245884,-0.23589699,0.07568964,-0.31861728,-0.42440242,0.333545,-0.010328,0.085015,0.300000,-0.007529,0.179645,0.018596,0.007362,0.000000,0.00032172,0.00054205,-0.00086350,0.99999943,1
1.060000,0.17405522,0.12867455,-0.95794165,-0.25941482,0.04767795,-0.34396604,-0.43637499,0.337720,-0.016205,0.082196,0.300000,-0.010027,0.179369,0.017526,0.009635,0.000000,0.00042080,0.00045199,-0.00087267,0.99999943,1
